,id,tackles_r_count,offsides_r_count,total_shots_l,yellow_cards_r_count,shots_on_target_l,corners_l_count,goals_r_count,shots_on_target_r,passes_r,tackles_l_count,possession_l,goals_l_count,corners_r_count,passes_l,yellow_cards_l_count,free_kicks_r_count,free_kicks_l_count,fouls_r_count,offsides_l_count,ball_on_side_l,outlier,score
74,100075,36,0,41,0,35,0,0,0,300,20,64,0,0,761,2,11,2,3,0,39,1,-1.0913812682463617
75,100076,26,0,10,0,5,1,1,0,233,25,67,1,0,820,1,10,1,1,0,64,1,-0.9858937411155085
76,100077,39,0,14,0,14,2,2,0,315,22,72,2,0,887,0,5,1,1,0,51,1,-1.0053520929281652
77,100078,17,0,13,0,23,1,0,1,226,19,61,1,1,817,1,10,6,2,0,67,1,-1.075422792403524
78,100079,27,0,20,0,17,2,0,0,314,27,59,0,0,628,2,15,1,0,1,43,1,-1.0816500097942685
79,100080,49,0,26,0,31,2,1,0,198,16,75,2,0,889,0,5,2,1,0,50,1,-1.044741697484402
80,100081,30,0,8,0,32,1,2,6,313,26,64,2,1,696,0,8,3,2,0,34,1,-1.0250269351406454
81,100082,23,0,2,0,28,0,1,11,303,28,58,2,1,658,2,9,2,2,0,50,1,-1.0591960104189264
82,100083,34,0,7,0,41,0,4,3,311,21,61,1,0,809,2,8,2,1,0,55,1,-1.1589047257282754
83,100084,43,0,17,0,8,0,0,3,295,30,66,1,0,858,2,8,4,4,0,57,1,-1.1035356116242216
84,100085,22,0,20,0,30,0,2,1,353,30,58,2,1,735,1,15,3,3,0,65,1,-1.0731174696190307
85,100086,40,0,15,0,29,4,1,0,167,21,73,1,0,714,1,5,3,3,1,50,1,-1.03659562099339
86,100087,31,0,26,0,41,2,1,0,217,17,66,1,0,732,0,7,3,2,0,34,1,-0.9846233333985246
87,100088,36,0,13,0,7,2,1,4,239,18,72,2,2,792,0,6,2,1,0,43,1,-1.1442295816632804
88,100089,34,0,7,0,2,1,1,5,143,20,76,2,0,963,1,5,4,3,0,57,1,-1.014706491047201
89,100090,24,0,10,0,14,1,4,1,327,22,65,2,0,825,0,5,0,0,0,64,1,-1.134779485281138
90,100091,36,0,18,0,73,2,0,11,307,18,66,2,2,797,0,8,3,2,0,39,1,-1.2382686941917054
91,100092,26,0,16,1,16,2,0,0,222,17,68,1,0,806,0,9,2,1,1,38,1,-1.1788723997184338
92,100093,30,0,9,0,11,2,2,10,249,13,67,1,1,847,0,10,4,3,1,44,1,-1.0530112113048598
93,100094,22,0,28,0,38,0,0,0,337,30,53,3,1,738,0,9,0,0,0,42,1,-1.0919973187462984
94,100095,18,0,12,0,3,2,3,1,289,25,56,0,0,555,2,10,3,1,1,63,1,-1.150632171095939
95,100096,18,0,23,0,31,1,3,0,279,20,64,4,0,709,1,8,2,0,0,64,1,-1.1143765253980575
96,100097,34,0,39,0,60,2,1,2,186,16,73,2,0,880,0,7,4,5,0,40,1,-1.0552424915110268
97,100098,29,0,8,0,23,2,2,7,205,19,73,0,2,750,1,7,3,3,2,58,1,-1.231148522101367
98,100099,24,0,6,0,4,2,0,12,164,23,75,1,1,832,0,8,2,2,0,67,1,-1.0787729291407289
99,100100,28,0,16,0,12,3,0,2,242,11,71,1,0,761,0,7,2,1,2,50,1,-1.035311555340448
100,100101,31,0,23,0,31,1,0,2,296,17,72,1,1,809,0,4,5,4,1,43,1,-1.0287827001464795
101,100102,25,0,44,0,19,2,0,1,248,25,63,1,0,706,0,14,4,5,2,43,1,-1.146232202820781
102,100103,26,0,16,0,18,2,1,0,275,17,68,2,0,953,1,10,2,0,0,53,1,-0.9821360561299783
103,100104,29,0,1,0,11,2,1,0,270,27,61,1,0,647,1,12,2,1,1,55,1,-1.0018519471059275
104,100105,27,1,3,0,28,2,0,6,224,25,59,0,0,705,2,11,3,2,0,51,1,-1.1199796786471647
105,100106,24,0,9,0,23,1,0,0,337,25,55,0,0,631,1,10,0,0,0,51,1,-1.0225406829543568
106,100107,30,0,9,0,26,2,0,0,261,18,65,0,0,657,1,11,3,3,1,49,1,-0.9892153706140355
107,100108,28,0,7,0,13,1,1,16,288,23,64,1,0,765,1,10,0,0,0,58,1,-1.04063453465659
108,100109,29,0,7,0,42,2,2,1,316,23,62,2,0,737,1,12,5,4,1,51,1,-1.0258219268116966
109,100110,33,0,16,0,68,0,1,8,307,20,66,4,0,815,0,8,3,3,0,37,1,-1.0813732979668031
110,100111,34,0,34,0,67,2,1,0,210,15,74,3,1,924,0,4,3,3,1,47,1,-1.1079617119694227
111,100112,26,0,22,0,13,1,1,8,215,17,73,1,0,947,0,5,3,3,0,55,1,-0.9822049638168009
112,100113,30,0,18,0,32,1,0,4,308,29,53,0,0,674,1,13,5,2,0,63,1,-1.0374258754119607
113,100114,31,0,13,0,17,1,0,7,180,19,72,1,0,795,1,4,3,1,0,49,1,-0.97982602657308
114,100115,20,0,15,0,20,2,2,13,274,20,65,0,1,752,0,10,2,1,1,60,1,-1.0477672738657258
115,100116,31,0,12,0,23,0,2,1,224,14,67,1,0,787,0,5,3,0,0,65,1,-0.9981911862658933
116,100117,21,1,13,0,21,1,1,0,373,30,61,2,0,762,0,14,1,1,0,51,1,-1.0991771791715186
117,100118,31,0,20,0,26,0,0,0,242,20,66,1,0,929,0,6,3,5,0,47,1,-0.9831037712682064
118,100119,21,0,33,0,41,1,2,3,279,29,66,2,1,786,1,7,4,3,0,47,1,-1.0402773209220735
119,100120,30,0,42,0,28,2,1,2,342,27,63,1,0,731,1,8,4,4,1,53,1,-1.0429450740134143
120,100121,37,1,25,0,27,1,2,10,228,30,65,0,0,818,0,9,2,2,0,60,1,-1.1374123390978221
121,100122,35,0,2,1,31,2,0,0,202,10,76,1,0,806,0,6,5,4,1,54,1,-1.2385571150581207
122,100123,24,0,12,0,54,0,0,0,240,28,60,4,0,876,2,12,0,1,0,61,1,-1.1515445914998965
123,100124,25,1,29,0,4,0,0,4,198,14,73,1,1,882,2,7,6,5,0,63,1,-1.2964939716415382
124,100125,26,0,18,0,30,0,0,0,282,18,66,1,0,774,0,8,6,4,0,50,1,-0.9873812292812663
125,100126,29,0,8,0,31,3,0,1,189,13,71,2,0,819,1,7,5,3,1,45,1,-1.0032793954027708
126,100127,23,0,25,0,48,1,0,0,192,14,74,3,0,969,1,7,1,3,0,43,1,-1.0250885047210538
127,100128,17,0,13,0,18,1,1,1,321,13,62,1,0,681,0,8,3,2,1,49,1,-0.9886273877920059
128,100129,26,0,1,0,32,1,0,4,251,14,68,1,0,778,1,9,3,3,0,56,1,-0.9725380100822527
129,100130,26,0,16,0,17,1,0,19,273,25,69,2,0,873,0,13,3,1,1,60,1,-1.1224841466247377
130,100131,20,1,3,0,7,1,1,2,245,18,58,0,1,650,0,8,3,1,0,55,1,-1.1171709161032632
131,100132,25,0,2,0,24,3,1,1,253,28,67,2,0,736,1,11,1,1,1,40,1,-1.006192850973474
132,100133,27,0,9,0,5,1,0,0,161,19,74,1,0,937,1,7,1,1,1,65,1,-1.0157624781208838
133,100134,34,0,3,0,22,2,1,10,181,13,72,2,1,896,1,7,1,1,0,62,1,-1.0668637374558414
134,100135,32,0,11,0,4,2,0,3,224,19,71,0,0,812,0,7,3,3,0,57,1,-0.9761872777219571
135,100136,17,1,11,0,39,1,1,2,293,25,55,0,2,635,1,14,2,1,1,60,1,-1.2353340299844315
136,100137,22,0,26,0,29,2,0,0,258,25,65,1,0,647,1,11,3,3,1,52,1,-0.9951223264233487
137,100138,29,0,10,0,45,3,0,1,207,18,75,2,0,744,0,9,6,4,0,44,1,-1.0171357446078793
138,100139,24,2,7,0,14,0,0,3,290,35,60,0,2,858,0,8,3,1,0,72,-1,-1.5224025179700662
139,100140,37,0,0,0,20,0,1,1,316,29,62,3,0,804,0,9,3,3,0,65,1,-1.033155400436413
140,100141,36,0,8,0,12,1,3,17,239,23,69,0,0,789,1,9,1,1,0,58,1,-1.1196480371298048
141,100142,18,0,23,0,32,1,0,0,279,32,62,5,0,799,0,11,2,3,0,58,1,-1.1084485594163334
142,100143,25,0,15,0,6,1,1,5,389,34,44,1,0,479,0,18,0,0,0,67,1,-1.2542831165852275
143,100144,23,0,12,0,19,1,0,0,270,15,75,2,0,929,0,6,3,3,1,52,1,-0.9814484083140752
144,100145,35,0,14,0,39,2,1,4,231,16,69,4,0,828,1,8,4,5,0,33,1,-1.0658610908433044
145,100146,22,0,11,0,5,1,1,3,238,35,62,1,1,709,1,16,4,4,1,44,1,-1.1014039052280744
146,100147,33,0,35,0,17,2,2,2,181,17,76,2,0,946,0,5,2,2,0,47,1,-1.012637539597289
147,100148,18,0,5,0,6,0,2,0,234,26,63,3,0,838,0,11,0,0,0,54,1,-1.043104953442496
148,100149,20,0,18,0,38,1,1,0,311,23,59,0,0,682,0,7,2,2,0,47,1,-0.9822115432765341
149,100150,27,1,10,0,44,2,1,2,259,25,63,2,0,770,1,5,6,3,0,55,1,-1.112408938729606
150,100151,27,0,27,0,26,4,0,0,237,16,72,0,0,863,0,8,2,1,1,49,1,-1.0047302622374485
151,100152,26,0,0,0,10,2,0,6,252,20,64,0,1,721,1,10,4,2,0,51,1,-1.0028257751232523
152,100153,26,0,8,0,7,1,0,1,225,27,66,0,0,900,1,8,3,2,0,68,1,-0.9978042372071635
153,100154,37,0,5,0,4,2,0,1,221,19,66,0,0,824,0,7,4,4,0,54,1,-0.9897467858304507
154,100155,25,0,10,0,22,0,1,7,317,29,51,1,2,642,2,12,6,6,0,51,1,-1.2928204841400608
155,100156,26,0,8,0,45,0,1,18,289,18,67,1,0,763,1,8,2,1,0,41,1,-1.0890757050517543
156,100157,25,0,34,0,37,0,1,13,329,19,65,1,1,878,1,8,4,3,0,57,1,-1.1013633229830808
157,100158,25,0,34,0,48,1,0,0,267,27,58,1,0,755,2,10,5,4,0,38,1,-1.0709909326551588
158,100159,10,1,21,0,52,3,0,1,325,22,49,4,1,559,0,17,4,1,2,50,1,-1.442039734897513
159,100160,26,1,10,0,17,1,0,7,319,27,55,0,1,675,0,12,4,5,0,53,1,-1.1372146926367392
160,100161,27,0,18,0,18,0,1,8,247,21,67,0,1,761,0,9,5,3,0,53,1,-1.002212300454136
161,100162,31,0,5,0,55,2,2,13,239,17,67,2,0,756,0,7,2,2,0,49,1,-1.039428184691115
162,100163,23,0,7,0,27,0,1,10,332,35,57,1,0,679,1,13,3,2,0,52,1,-1.031669230518539
163,100164,15,0,19,0,45,2,1,0,275,20,69,1,0,798,0,8,3,2,0,43,1,-0.9778911161377175
164,100165,40,0,26,0,22,3,1,0,197,21,73,0,0,881,2,7,6,6,1,43,1,-1.1527538215015625
165,100166,16,0,36,0,47,0,1,6,281,20,58,0,0,813,1,9,1,1,0,57,1,-1.0433069662184424
166,100167,25,0,13,0,68,4,0,1,309,19,62,3,0,692,0,10,1,0,1,48,1,-1.092044183704223
167,100168,31,0,12,0,27,0,1,0,291,23,66,1,0,817,1,10,6,6,1,53,1,-1.036719336345768
168,100169,17,0,38,0,20,1,1,0,274,24,61,0,0,791,0,11,1,1,1,54,1,-1.012644448723265
169,100170,34,0,4,0,26,0,1,0,272,19,69,2,0,887,0,3,3,2,0,58,1,-0.9820742552788259
170,100171,19,0,32,0,67,3,0,0,197,21,69,0,1,859,0,8,4,2,0,40,1,-1.1002640069659946
171,100172,26,1,2,0,21,0,2,0,279,21,67,0,0,715,0,10,6,5,0,58,1,-1.1497927430473978
172,100173,26,0,7,1,6,1,1,3,345,24,66,0,0,654,0,8,5,4,1,41,1,-1.2217922506503398
173,100174,26,0,25,0,46,0,2,1,389,37,56,4,0,658,0,11,2,1,0,56,1,-1.1297689310464747
174,100175,30,0,3,0,13,2,1,12,235,21,66,0,1,834,0,7,3,2,1,58,1,-1.0299671379223412
175,100176,27,0,5,0,11,0,2,1,229,18,71,2,1,920,0,4,2,2,0,51,1,-1.0127049686105667
176,100177,29,0,13,0,3,2,1,5,228,21,69,0,0,682,0,11,4,4,1,59,1,-0.9996973677679313
177,100178,34,0,19,1,33,2,0,6,319,19,69,3,0,860,0,3,4,3,0,47,1,-1.2290680883884753
178,100179,27,0,12,0,30,0,1,0,314,31,58,1,1,799,0,13,1,1,0,50,1,-1.0230766574591692
179,100180,36,0,24,0,67,6,0,3,219,16,77,1,0,826,0,5,5,4,0,40,1,-1.1764716581143286
180,100181,24,0,6,0,10,2,2,0,227,23,65,2,1,663,1,10,2,0,0,57,1,-1.0289088004533309
181,100182,30,0,23,0,50,1,0,0,148,4,86,3,0,1157,0,3,5,4,1,47,1,-1.3118364674315066
182,100183,33,0,17,0,15,1,1,9,191,23,66,2,1,701,1,10,5,2,0,65,1,-1.0545949844049862
183,100184,35,0,37,0,36,5,1,0,190,15,79,0,0,914,1,5,1,1,2,38,1,-1.2043117842509006
184,100185,27,0,4,0,19,1,2,1,254,14,66,0,1,803,0,4,2,1,1,57,1,-1.0243793892553683
185,100186,24,0,13,0,90,2,0,0,265,19,58,5,1,754,0,7,1,1,1,45,1,-1.2619104334269984
186,100187,21,0,5,0,67,0,1,12,349,26,61,4,0,680,0,9,1,1,0,56,1,-1.1343312723018235
187,100188,25,0,20,0,9,3,0,2,278,23,61,1,0,716,0,10,1,1,1,44,1,-0.9960540924674802
188,100189,22,0,3,1,23,1,4,6,288,30,62,0,0,693,0,12,4,3,0,62,1,-1.2874595794933805
189,100190,19,0,1,0,30,1,0,1,173,19,74,1,0,1146,1,8,3,4,0,60,1,-1.1002632298541066
190,100191,25,0,3,0,24,0,2,4,335,23,56,2,0,724,0,8,1,1,0,48,1,-0.9994253468996317
191,100192,26,0,29,0,38,0,1,0,219,16,70,2,0,1006,0,6,0,2,0,49,1,-1.0001097166234558
192,100193,19,0,19,0,15,0,0,0,295,15,72,2,0,805,1,5,0,0,0,50,1,-1.0099563777603104
193,100194,21,0,40,0,41,1,2,1,318,28,53,1,0,694,0,15,1,2,0,48,1,-1.064996627820333
194,100195,41,0,1,0,20,1,0,10,229,19,75,0,1,918,0,6,6,6,0,52,1,-1.149668897138323
195,100196,32,0,14,0,5,0,0,4,207,14,72,0,0,958,0,6,3,2,0,53,1,-0.9856627815814212
196,100197,22,1,30,0,71,0,1,10,350,33,57,2,0,692,0,11,2,0,0,49,1,-1.2073716809966133
197,100198,23,0,7,0,25,1,1,6,295,25,65,1,1,846,1,8,1,3,2,54,1,-1.069894144296748
198,100199,13,0,26,0,8,3,1,7,293,24,59,2,1,839,0,13,0,0,1,50,1,-1.1150479457979434
199,100200,28,0,0,0,31,0,1,1,240,19,73,1,0,837,0,7,7,6,0,50,1,-1.0453481038837575
200,100201,33,0,25,0,18,2,0,3,216,14,69,1,0,762,0,10,2,2,2,40,1,-1.027444874963727
201,100202,29,0,11,0,6,0,1,4,292,15,68,1,0,834,1,4,1,1,0,54,1,-0.9824071990891582
202,100203,34,0,6,0,10,2,1,0,281,24,63,2,0,662,0,9,5,5,1,53,1,-1.0223243966881699
203,100204,23,0,11,0,17,1,0,10,172,14,73,1,0,983,0,7,3,2,0,52,1,-0.9956476888387821
204,100205,22,0,26,1,13,0,0,1,339,25,62,3,0,722,0,8,3,3,0,53,1,-1.2128590971882685
205,100206,22,1,1,0,23,1,0,5,248,24,66,0,0,827,1,7,2,1,0,53,1,-1.068437808254955
206,100207,37,0,28,0,23,0,1,8,290,26,68,1,0,846,0,9,1,0,0,51,1,-0.996946495828937
207,100208,27,0,22,0,71,1,0,2,231,16,70,1,0,788,1,9,3,3,0,47,1,-1.0040742064498083
208,100209,20,0,26,0,46,0,1,0,296,23,59,2,0,742,1,13,2,2,1,49,1,-1.011991117648521
209,100210,25,0,7,0,12,0,1,0,259,28,62,3,0,711,0,16,3,1,0,58,1,-1.0305366300860639
210,100211,24,0,9,0,24,1,3,8,272,16,67,1,0,747,0,8,0,1,0,65,1,-1.03038009942833
211,100212,28,0,11,0,13,0,2,1,283,15,63,1,0,810,0,9,2,3,0,47,1,-0.9706563430561916
212,100213,25,0,13,0,23,1,1,0,253,17,69,0,0,727,0,8,2,1,0,48,1,-0.9641502856384928
213,100214,25,0,7,0,20,0,2,0,286,25,63,0,2,735,1,8,2,2,0,56,1,-1.1078542005473295
214,100215,18,0,13,0,64,2,2,1,265,18,68,2,0,839,0,5,0,2,0,41,1,-1.0373156707213442
215,100216,26,0,0,0,16,0,0,3,223,20,67,1,0,862,0,10,3,3,0,53,1,-0.9704028443624444
216,100217,28,0,11,0,8,2,2,18,370,36,54,0,1,607,1,11,2,2,1,59,1,-1.1791251515509085
217,100218,35,0,7,0,9,2,1,2,350,28,60,1,0,728,0,11,0,0,0,48,1,-1.0137889445580937
218,100219,47,1,28,0,18,2,0,7,227,21,71,1,0,778,0,7,4,3,0,54,1,-1.1407987917340285
219,100220,22,0,21,0,12,2,1,4,225,23,64,0,0,760,0,13,3,2,0,52,1,-0.9752488928737031
220,100221,23,0,5,0,48,1,1,10,303,20,65,1,1,852,1,8,4,3,0,43,1,-1.0385898864988563
221,100222,31,0,18,0,13,3,1,0,184,18,68,1,0,762,0,5,4,6,0,41,1,-1.0170189037471653
222,100223,35,0,24,0,24,1,1,0,268,15,74,0,0,858,0,6,4,4,0,43,1,-0.990342420748722
223,100224,29,0,13,0,7,2,1,0,265,17,72,2,0,699,1,9,3,3,2,42,1,-1.0296518117420215
224,100225,22,0,17,0,30,2,1,8,243,14,71,2,0,880,0,8,1,1,1,50,1,-0.9876573012571199
225,100226,25,0,5,0,14,1,1,9,264,24,66,1,0,745,0,8,4,2,1,68,1,-0.996842096588878
226,100227,34,0,11,0,17,2,1,5,244,16,73,0,0,770,0,5,3,3,0,50,1,-0.9751702843173712
227,100228,23,0,17,0,35,3,1,5,305,21,65,1,1,612,0,11,3,1,3,51,1,-1.1848757807143422
228,100229,31,0,9,0,70,0,0,8,298,22,68,4,0,813,0,6,5,4,0,49,1,-1.1172928332383159
229,100230,27,0,5,0,10,2,2,11,220,18,67,1,0,702,1,5,3,2,0,48,1,-1.000162952795823
230,100231,40,0,27,0,17,1,0,1,194,25,73,0,0,838,0,9,4,3,1,42,1,-1.0100076114618493
231,100232,26,0,36,0,51,2,1,0,271,26,65,3,0,728,2,9,2,2,0,40,1,-1.041838215498891
232,100233,24,0,0,0,8,0,2,7,343,35,50,0,2,676,2,11,3,4,0,74,1,-1.3289103617659086
233,100234,10,0,18,0,32,1,2,0,353,38,51,0,0,665,1,14,2,1,1,68,1,-1.1746582784586321
234,100235,21,0,0,0,0,1,2,10,268,26,61,0,0,646,1,13,1,0,0,67,1,-1.0694304130416932
235,100236,23,0,22,0,45,2,1,1,224,18,65,1,0,729,0,12,2,1,1,40,1,-0.9927891294921134
236,100237,27,0,12,0,3,1,3,10,255,17,68,0,0,846,0,7,1,1,0,59,1,-1.0243538471556328
237,100238,26,0,19,0,53,2,0,0,281,25,71,0,0,863,0,4,2,1,0,47,1,-0.9861025957692099
238,100239,18,0,7,0,16,2,2,0,197,14,66,1,1,760,1,8,5,3,0,35,1,-1.0867435483894474
239,100240,19,0,24,0,20,2,2,2,200,15,67,1,0,972,0,7,1,1,1,51,1,-1.0011575678508404
240,100241,31,1,38,0,24,0,0,4,263,26,72,1,0,958,0,4,2,1,0,60,1,-1.1658302829179732
241,100242,44,0,37,0,8,0,3,0,244,17,67,0,1,825,0,6,3,3,0,53,1,-1.190068226698648
242,100243,39,0,0,0,4,0,1,10,337,24,57,1,0,723,0,9,3,2,0,70,1,-1.0711432395337535
243,100244,20,0,13,0,10,1,2,3,259,26,62,2,1,761,1,12,2,2,0,56,1,-1.0122281675245646
244,100245,14,0,26,0,33,3,0,4,336,22,59,3,0,740,1,11,1,1,2,44,1,-1.1112509716447643
245,100246,32,0,6,0,24,3,0,1,282,26,64,2,0,689,0,10,6,2,0,44,1,-1.012712475131579
246,100247,31,0,8,0,10,1,1,0,301,24,65,0,0,696,1,8,2,0,1,50,1,-0.987483965529432
247,100248,16,1,21,0,21,0,2,6,325,29,57,1,1,688,1,12,1,0,0,49,1,-1.1215039442620984
248,100249,30,0,8,0,10,4,0,9,212,22,74,0,0,831,0,6,2,0,0,50,1,-1.0234162206215938
249,100250,43,0,7,1,5,1,0,8,320,27,66,0,0,883,0,7,2,2,0,63,1,-1.2681358238141285
250,100251,22,0,51,0,34,5,0,1,185,15,72,1,0,810,0,9,2,1,0,33,1,-1.1401165782394098
251,100252,27,1,8,0,21,0,0,3,248,22,65,2,1,763,0,10,4,1,0,59,1,-1.0986452218458918
252,100253,24,0,0,1,9,0,0,7,290,21,66,0,0,822,1,7,3,2,0,74,1,-1.229868030341045
253,100254,23,0,30,0,40,1,1,2,306,27,61,1,0,774,0,9,2,1,0,41,1,-0.9902048523189243
254,100255,31,0,21,0,18,1,1,4,295,27,61,1,0,721,0,8,2,2,0,49,1,-0.9713993066710882
255,100256,26,0,16,0,18,1,1,2,253,21,68,0,0,730,1,10,5,4,1,43,1,-0.9929421226862964
256,100257,24,0,9,0,9,2,1,4,288,22,64,0,0,566,0,12,3,3,2,56,1,-1.0541447402483883
257,100258,25,1,9,0,23,2,0,2,256,14,73,4,0,860,0,3,2,1,0,38,1,-1.181564952155676
258,100259,30,0,21,0,18,4,1,0,295,28,61,2,0,827,1,10,2,2,0,44,1,-1.010240174699758
259,100260,38,0,16,0,58,2,0,3,260,30,68,6,0,852,0,10,3,3,0,45,1,-1.2062472756482432
260,100261,31,0,19,0,27,1,1,1,205,17,72,3,0,807,1,9,1,1,1,49,1,-0.990356611671617
261,100262,32,0,9,0,24,2,0,0,263,28,65,0,1,684,0,8,4,4,1,37,1,-1.0441487241669016
262,100263,31,0,19,0,90,1,1,0,231,17,67,1,0,797,0,10,4,4,0,38,1,-1.0889857760518031
263,100264,28,0,12,0,16,0,1,11,183,19,72,1,0,984,1,5,3,2,0,66,1,-1.0181013268198387
264,100265,29,0,27,0,12,2,0,3,246,19,67,1,0,783,0,7,5,4,0,45,1,-0.980686392707299
265,100266,19,0,9,0,32,1,0,4,362,39,49,3,1,686,0,14,0,0,0,59,1,-1.1684999830362646
266,100267,25,0,9,0,22,2,0,0,302,26,63,0,0,783,1,9,1,0,0,51,1,-0.9850150666051477
267,100268,29,0,3,0,11,1,2,3,242,19,70,1,0,787,0,4,2,2,0,59,1,-0.9781431660352918
268,100269,20,0,17,0,31,3,0,2,181,21,68,2,0,791,2,10,1,1,1,50,1,-1.0307453365949133
269,100270,39,0,35,0,47,3,0,0,223,21,72,1,0,752,0,6,2,2,0,40,1,-1.0186496027690473
270,100271,28,0,22,0,14,2,1,0,199,12,80,1,0,880,0,4,3,2,1,58,1,-1.001714965536635
271,100272,22,0,7,0,16,0,0,0,337,30,60,1,0,681,1,9,0,0,0,63,1,-1.0274017782207059
272,100273,28,0,20,0,33,3,0,7,267,18,67,3,0,819,0,2,1,1,0,53,1,-1.0168208215032037
273,100274,26,0,9,0,34,0,0,2,189,10,76,1,0,993,0,4,1,0,0,57,1,-1.0283354526035116
274,100275,26,0,14,1,40,1,1,6,282,29,61,4,1,765,0,11,6,4,0,47,1,-1.2657497174638688
275,100276,18,0,5,1,12,0,0,5,321,30,56,3,0,735,0,14,3,2,0,60,1,-1.2210171554151263
276,100277,25,1,13,0,13,1,3,0,260,17,65,1,0,764,1,8,4,4,1,53,1,-1.1343865395087134
277,100278,24,0,29,0,41,1,0,2,264,20,68,1,0,805,1,5,3,3,0,41,1,-0.9805587726514821
278,100279,28,1,16,0,17,1,0,10,248,21,65,1,0,775,0,10,4,3,0,50,1,-1.0666431259197084
279,100280,22,0,2,0,2,0,2,2,239,25,70,1,0,901,0,8,4,2,0,74,1,-1.0382626401652792
280,100281,15,0,36,0,74,0,0,15,319,26,66,1,1,867,1,10,3,3,0,44,1,-1.2300857294453367
281,100282,26,0,1,0,16,2,1,1,181,21,64,0,1,724,1,10,2,1,0,57,1,-1.012275265378125
282,100283,26,0,26,0,35,2,0,0,285,26,68,1,0,782,0,7,3,2,0,42,1,-0.9758235729383167
283,100284,23,1,2,0,8,2,2,1,222,21,67,0,0,631,0,12,5,3,1,44,1,-1.1365108026874355
284,100285,30,0,26,0,32,1,0,5,188,20,71,3,0,858,0,5,2,2,0,36,1,-0.9966774041730114
285,100286,32,0,0,0,26,0,3,9,241,16,68,0,1,766,0,6,3,2,0,71,1,-1.0988459946095377
286,100287,15,0,19,0,51,1,1,1,230,14,65,1,0,944,0,6,3,1,1,48,1,-1.0065528387551366
287,100288,40,1,7,0,19,1,1,3,287,23,67,1,0,780,0,10,5,3,0,65,1,-1.1002657575113926
288,100289,24,0,5,0,40,1,0,5,321,29,61,3,0,750,0,13,2,1,0,54,1,-1.0090003800833998
289,100290,23,0,32,1,27,1,0,7,233,19,67,2,0,786,0,11,3,3,0,47,1,-1.194692768832565
290,100291,36,0,8,0,21,0,1,1,178,19,79,3,0,909,0,2,5,4,0,41,1,-1.0689210530283557
291,100292,28,0,36,0,49,2,0,2,281,15,67,3,0,818,2,8,1,2,0,44,1,-1.047233946162072
292,100293,26,0,24,0,15,0,0,0,246,16,72,1,0,998,0,6,1,1,1,45,1,-0.9970144189148407
293,100294,35,0,12,0,1,2,0,1,200,22,67,1,1,800,0,8,4,3,1,55,1,-1.0142787436537792
294,100295,34,0,23,0,78,2,0,6,298,21,61,1,1,811,1,6,7,6,0,50,1,-1.2154347088236432
295,100296,28,0,1,0,13,1,0,3,242,19,68,1,0,860,1,6,2,2,1,58,1,-0.9752959986663363
296,100297,19,0,27,0,41,2,1,15,298,26,55,1,0,689,0,13,3,1,2,51,1,-1.137192877694377
297,100298,31,0,10,0,25,0,1,1,298,24,65,2,0,725,1,8,2,2,0,44,1,-0.9760580969613667
298,100299,17,0,2,0,29,0,0,17,395,27,57,0,0,645,0,5,4,2,0,61,1,-1.1976444446512842
299,100300,34,0,29,0,52,4,1,1,270,16,72,4,0,945,0,7,1,1,0,35,1,-1.09515178617446
300,100301,24,0,41,0,24,1,0,15,240,21,71,3,0,868,0,4,3,3,0,40,1,-1.1257522046987816
301,100302,20,0,2,0,2,0,0,0,185,7,78,0,0,956,2,3,0,0,0,61,1,-1.25973281921229
302,100303,16,0,27,0,17,1,0,1,201,20,61,0,0,654,1,12,3,0,1,40,1,-1.0458064598529382
303,100304,32,0,2,1,4,0,0,1,274,23,61,1,0,688,0,6,5,4,0,63,1,-1.2204759231896405
304,100305,34,0,19,0,17,2,0,9,319,24,57,0,1,791,0,12,1,0,0,44,1,-1.0637736271866833
305,100306,20,0,10,0,30,1,1,15,315,26,59,2,1,735,0,7,1,2,1,54,1,-1.0641868570657864
306,100307,26,0,17,0,72,2,0,1,380,25,57,1,0,685,0,10,2,2,0,47,1,-1.04949452883569
307,100308,31,0,8,0,45,0,0,3,317,23,61,2,0,665,0,11,2,1,0,47,1,-0.9946735713068555
308,100309,31,1,11,0,6,1,3,4,219,19,66,0,1,741,1,7,5,2,0,59,1,-1.1613611359798746
309,100310,28,0,10,0,22,3,1,7,222,16,70,0,0,641,0,10,6,4,1,38,1,-1.043747620100785
310,100311,31,0,50,0,17,2,0,0,241,17,73,1,0,806,2,8,6,5,1,35,1,-1.1830038307294943
311,100312,22,1,15,0,11,1,0,3,254,23,64,0,0,665,0,12,4,3,1,45,1,-1.0779820380682008
312,100313,23,0,19,0,30,0,1,4,318,25,61,2,0,777,0,11,5,1,0,42,1,-0.9907485720972476
313,100314,20,1,13,0,16,0,0,0,214,23,65,1,0,834,1,10,3,2,0,63,1,-1.0805270137014669
314,100315,25,0,15,0,9,0,1,5,301,25,61,3,2,770,0,7,4,4,0,59,1,-1.1452980260934846
315,100316,29,0,31,0,9,0,1,0,323,30,59,1,0,639,0,12,4,3,1,40,1,-1.0343859987673545
316,100317,25,0,11,0,13,0,2,5,260,22,66,4,0,837,0,8,1,2,0,51,1,-1.005511275390507
