,id,tackles_r_count,offsides_r_count,total_shots_l,yellow_cards_r_count,shots_on_target_l,corners_l_count,goals_r_count,shots_on_target_r,passes_r,tackles_l_count,possession_l,goals_l_count,corners_r_count,passes_l,yellow_cards_l_count,free_kicks_r_count,free_kicks_l_count,fouls_r_count,offsides_l_count,ball_on_side_l,score,outlier
763,100764,36,0,29,0,32,1,1,2,158,13,76,2,0,827,0,8,1,1,1,34,0.12705815945331045,1
764,100765,34,0,30,0,19,0,1,10,202,27,70,1,0,755,0,9,7,7,0,32,0.07620341495702965,1
765,100766,30,1,33,0,45,1,0,0,233,18,71,3,0,839,0,8,2,1,1,40,0.11419760987071292,1
766,100767,31,0,1,0,2,0,2,10,227,26,66,0,0,817,1,7,7,7,0,67,0.07784439468321819,1
767,100768,28,0,14,0,40,3,0,5,347,23,59,1,0,755,0,10,4,3,0,57,0.16851426319102758,1
768,100769,26,0,15,0,56,5,0,5,148,14,74,1,0,956,0,5,1,2,0,36,0.08848319072137184,1
769,100770,28,0,3,0,13,1,1,9,178,18,78,2,0,895,0,5,3,3,0,58,0.14397988771942694,1
770,100771,25,0,9,0,50,2,0,0,294,25,69,2,0,750,1,11,4,4,0,36,0.14642056642364787,1
771,100772,30,0,30,0,20,1,0,2,143,8,75,1,0,957,1,3,4,3,0,43,0.11346868137721305,1
772,100773,32,0,12,0,52,1,0,0,268,14,69,0,0,890,0,7,4,5,0,48,0.15825558992220062,1
773,100774,39,0,10,0,35,1,1,5,279,19,65,3,1,748,3,5,5,3,0,52,0.06666006367375765,1
774,100775,35,0,21,0,28,1,0,2,166,22,74,1,0,1036,1,7,2,2,0,44,0.13412110170478958,1
775,100776,23,0,22,0,34,1,0,7,297,29,62,2,0,752,1,9,3,2,0,56,0.1639523881578256,1
776,100777,34,2,7,0,20,0,2,8,294,23,55,1,1,605,0,8,3,1,0,62,0.06553471958612522,1
777,100778,29,0,23,0,17,3,1,0,308,25,66,0,0,639,0,11,3,2,2,53,0.10851234360011397,1
778,100779,34,0,23,0,40,4,0,1,184,16,70,1,0,700,1,9,2,2,0,45,0.15412933127821044,1
779,100780,18,0,12,0,13,2,2,8,331,26,54,0,0,536,1,13,0,0,1,57,0.06711892952238935,1
780,100781,31,0,5,0,37,3,1,1,256,13,65,0,0,868,0,8,2,2,1,40,0.14977206876618432,1
781,100782,35,1,16,0,28,1,2,7,199,21,66,0,0,780,0,5,5,3,0,52,0.10695035130588892,1
782,100783,28,0,10,0,38,2,1,0,295,19,69,2,0,795,0,7,3,1,0,41,0.18906223329530808,1
783,100784,31,0,11,0,15,2,0,0,206,22,68,1,0,775,0,10,3,1,0,57,0.18673075011724166,1
784,100785,20,0,5,0,26,2,1,1,247,15,63,0,0,728,1,8,3,0,1,56,0.14362386511660208,1
785,100786,24,1,13,0,18,1,0,0,271,25,65,2,0,796,0,12,3,2,1,54,0.13080158027308103,1
786,100787,21,0,18,0,38,2,0,0,339,33,65,1,0,850,0,8,3,4,1,53,0.1461961931769422,1
787,100788,26,0,12,0,12,0,1,1,311,27,62,0,1,728,0,7,1,0,0,56,0.14126580368135344,1
788,100789,13,0,19,0,33,0,2,8,348,29,53,6,0,751,0,15,0,0,0,58,0.040174966634615394,1
789,100790,26,0,15,0,39,0,0,0,206,12,73,0,0,887,1,7,3,3,0,49,0.15227121984650643,1
790,100791,37,0,32,0,52,6,0,9,146,13,79,3,0,845,1,7,3,3,0,30,0.029206582774580547,1
791,100792,32,0,12,0,52,0,0,1,198,16,73,4,0,904,0,6,6,3,0,52,0.11090502128849655,1
792,100793,31,0,10,0,11,1,1,5,207,17,66,0,0,835,0,7,3,0,0,63,0.1613913212007127,1
793,100794,39,0,7,0,17,3,1,4,300,26,69,1,0,798,1,8,5,4,1,63,0.1197477876143041,1
794,100795,17,0,0,0,6,1,2,3,348,34,58,2,0,629,1,13,4,3,0,63,0.08922485458531204,1
795,100796,30,0,10,0,29,1,1,1,214,24,60,0,0,600,0,9,5,4,0,57,0.14464578151871177,1
796,100797,31,0,22,0,36,3,1,8,189,18,66,0,2,791,1,9,3,2,1,49,0.08603012385546022,1
797,100798,34,0,1,0,2,2,0,4,258,22,69,0,0,783,1,8,5,5,0,53,0.1466259720055108,1
798,100799,32,0,5,0,13,2,2,12,244,18,62,0,1,724,0,8,0,0,0,60,0.10518362725930835,1
799,100800,22,0,26,1,35,4,1,3,234,21,75,4,0,777,1,6,4,2,0,36,0.06997874223908113,1
800,100801,27,0,8,1,37,1,4,2,326,25,59,0,0,667,2,12,1,2,1,63,0.031970215713142625,1
801,100802,39,0,46,0,19,1,0,4,204,19,72,0,0,888,1,8,2,1,1,60,0.10041264399903971,1
802,100803,10,0,38,0,50,1,0,0,332,26,53,2,2,760,1,10,1,1,1,41,0.04306998872811574,1
803,100804,26,0,9,0,10,2,1,6,179,17,70,2,0,794,2,9,3,3,0,49,0.1473616593985329,1
804,100805,22,0,16,0,25,1,1,1,267,20,68,1,0,891,0,6,1,0,0,52,0.17357793343320865,1
805,100806,18,0,14,0,32,0,0,1,208,21,73,2,1,890,0,5,0,0,0,40,0.09410824428883335,1
806,100807,25,0,2,0,15,0,0,4,302,22,68,1,0,780,0,11,3,2,0,59,0.17830323689465927,1
807,100808,24,0,36,0,27,2,0,9,317,31,59,2,0,672,0,11,3,3,1,45,0.1362142291930003,1
808,100809,23,0,11,0,6,1,0,2,243,19,67,1,0,937,1,8,5,3,0,60,0.1438280151992205,1
809,100810,36,0,2,0,3,0,2,18,222,24,68,1,1,725,0,5,5,3,0,57,0.082669245831335,1
810,100811,27,0,11,1,34,2,0,4,286,28,63,2,2,709,0,6,2,2,0,43,0.06952928798169422,1
811,100812,23,1,18,0,12,4,1,1,155,18,74,0,0,847,1,9,1,0,1,41,0.06635343716617231,1
812,100813,32,0,19,0,61,2,0,1,253,19,71,3,0,800,3,12,2,2,2,44,0.06495529686296753,1
813,100814,26,1,15,0,24,1,0,2,242,21,69,1,0,889,0,4,4,2,0,60,0.1356719145269975,1
814,100815,36,0,15,0,17,3,2,2,187,15,74,1,0,864,0,4,3,3,1,58,0.13939121638502455,1
815,100816,22,0,12,0,22,2,0,1,343,24,61,0,0,642,0,6,2,2,1,49,0.1615204773736607,1
816,100817,25,0,37,0,23,1,1,2,178,12,76,0,0,890,0,5,3,3,1,40,0.13653073459974618,1
817,100818,36,0,20,0,32,3,1,3,183,13,76,0,1,872,0,3,4,4,0,49,0.10853579826729748,1
818,100819,44,0,57,0,17,5,0,0,222,14,76,1,0,802,0,6,3,2,2,41,0.0667413188516936,1
819,100820,26,0,14,1,34,2,1,0,313,25,62,2,0,708,0,9,4,2,0,59,0.12499270791403078,1
820,100821,26,0,17,0,16,1,0,5,191,19,70,0,0,860,0,7,0,0,0,53,0.14974143274877283,1
821,100822,26,0,13,0,34,2,0,0,182,16,75,1,0,888,1,4,3,3,1,48,0.1560499554900055,1
822,100823,29,0,24,0,30,1,2,0,330,22,61,2,0,756,2,5,2,2,0,58,0.12812376229115324,1
823,100824,33,0,21,0,30,2,0,1,273,19,67,2,0,840,0,4,4,4,0,50,0.17452817566059237,1
824,100825,29,1,22,0,22,1,0,0,174,22,68,1,0,943,1,8,1,1,0,64,0.09809282723398222,1
825,100826,35,0,30,0,12,1,0,3,206,17,72,2,0,757,1,7,4,4,0,39,0.15660104244528283,1
826,100827,41,0,17,0,33,2,0,11,282,23,63,1,0,675,2,11,3,2,0,50,0.12702792218556114,1
827,100828,28,0,29,0,52,3,0,2,198,17,72,1,1,866,0,7,6,6,0,37,0.08437843300921549,1
828,100829,29,0,8,0,3,1,2,2,209,18,68,0,0,820,0,7,2,2,1,54,0.17078730031015255,1
829,100830,30,0,22,0,22,1,1,0,257,18,73,2,0,853,0,6,2,2,1,42,0.17456947879561707,1
830,100831,23,1,4,0,6,2,1,8,255,23,63,0,0,730,1,14,2,0,2,48,0.03582237442185909,1
831,100832,19,0,22,0,38,1,0,0,339,28,54,3,1,610,1,11,3,3,0,48,0.0975843126929456,1
832,100833,29,0,16,0,6,1,0,0,256,17,70,0,0,866,0,7,2,2,1,39,0.15926263056954065,1
833,100834,23,0,13,0,33,3,0,7,172,16,74,0,0,885,1,7,2,1,0,55,0.12835452804879116,1
834,100835,35,0,19,0,35,1,1,0,242,16,69,1,1,888,0,7,2,3,0,57,0.1477329585216437,1
835,100836,38,0,15,0,45,2,0,0,226,14,71,1,0,898,0,4,2,3,0,39,0.1451880637000773,1
836,100837,27,0,6,0,5,1,1,3,268,24,66,0,0,898,0,10,2,1,0,54,0.17052249061593144,1
837,100838,21,0,9,0,15,4,0,3,196,17,73,2,0,963,0,5,1,1,0,31,0.11200580639957142,1
838,100839,30,0,25,0,28,1,1,1,252,14,73,2,0,977,0,7,2,1,0,49,0.1698151640914533,1
839,100840,25,0,60,0,53,3,0,0,204,15,75,1,0,810,0,5,2,1,0,40,0.12515591611354343,1
840,100841,20,0,13,0,28,0,1,3,285,24,64,1,0,784,1,8,1,0,0,44,0.1598160166016238,1
841,100842,28,1,9,0,8,4,0,12,264,26,68,1,0,681,0,12,4,3,2,46,0.05600478210417248,1
842,100843,29,0,3,0,2,1,2,15,228,22,66,0,0,734,1,12,1,1,0,47,0.13227290906362,1
843,100844,17,0,5,0,1,0,1,7,243,19,67,0,0,766,0,6,2,1,0,70,0.13949836593151838,1
844,100845,18,0,18,0,23,3,0,0,221,28,59,2,0,681,1,12,0,0,0,49,0.10267421142330874,1
845,100846,22,0,25,0,11,3,3,8,313,31,60,2,1,632,2,16,1,1,2,55,0.0001658540793387786,1
846,100847,26,0,19,0,26,2,1,1,253,20,67,2,0,796,0,7,2,0,0,51,0.18435383749627388,1
847,100848,23,0,14,0,20,2,1,4,192,19,74,1,0,844,1,5,5,3,0,55,0.145168081537144,1
848,100849,24,0,1,0,6,1,2,1,155,12,74,1,0,842,0,5,3,2,0,59,0.13005848054969038,1
849,100850,34,0,10,0,68,2,0,5,264,22,69,0,0,826,0,10,0,1,0,43,0.1336049497821581,1
850,100851,30,0,9,0,41,3,0,0,303,24,60,3,0,626,1,9,3,1,0,44,0.14629709017075926,1
851,100852,25,1,0,0,15,0,2,6,179,16,72,3,0,950,1,6,3,2,0,69,0.07113067972356779,1
852,100853,30,0,7,0,12,3,1,14,259,27,63,0,1,786,0,10,3,2,0,55,0.1343717859343711,1
853,100854,32,0,16,0,35,1,2,2,299,23,66,0,0,818,2,7,3,1,2,61,0.08745204374863286,1
854,100855,20,0,6,0,8,0,3,6,355,30,53,1,0,672,1,10,2,1,0,66,0.09618578764991947,1
855,100856,39,0,23,0,30,4,1,0,195,18,72,0,0,711,0,6,1,1,2,44,0.10797317249991323,1
856,100857,21,0,0,0,24,1,2,0,231,17,70,3,0,720,1,7,3,1,1,52,0.14081186045040262,1
857,100858,19,0,19,0,32,1,0,0,231,18,64,0,0,715,0,11,4,4,1,42,0.15259406544610638,1
858,100859,23,0,7,0,24,0,1,0,269,22,66,2,0,659,1,10,5,2,0,51,0.16315821329972058,1
859,100860,22,0,7,0,19,1,1,7,294,26,59,0,0,682,0,9,2,1,0,50,0.17355680841476112,1
860,100861,29,0,8,0,13,1,1,6,263,33,61,1,0,787,2,8,2,2,0,52,0.14211683578846812,1
861,100862,36,0,13,1,30,1,1,0,241,27,65,0,0,749,2,10,4,2,1,59,0.07973547680091553,1
862,100863,21,0,13,0,11,3,0,6,294,14,66,0,2,765,1,10,2,1,1,48,0.0860053237505361,1
863,100864,30,0,15,0,38,1,1,1,243,20,75,2,0,929,1,6,4,3,0,50,0.16443116372053868,1
864,100865,19,0,48,0,25,0,0,0,299,19,61,1,0,658,0,7,4,2,0,42,0.13557729882907138,1
865,100866,21,0,15,0,42,2,0,2,344,22,55,2,1,643,0,10,5,4,0,47,0.12623195146584032,1
866,100867,28,0,18,0,23,1,1,4,226,28,56,1,1,561,1,12,0,0,1,36,0.08158595331502067,1
867,100868,24,1,12,0,12,2,4,1,392,34,49,1,2,479,0,9,5,4,0,63,-0.03916823810163328,-1
868,100869,27,0,14,1,21,1,2,9,261,22,66,2,0,796,2,10,2,1,1,59,0.09334590500332152,1
869,100870,28,0,11,0,52,2,0,0,249,18,68,1,0,765,0,9,6,5,0,43,0.1561443317060789,1
870,100871,26,0,11,0,32,0,1,4,248,23,69,3,0,922,0,5,3,2,0,64,0.15072584026236385,1
871,100872,24,0,16,0,27,1,0,0,196,17,72,2,0,848,2,6,2,2,0,57,0.14795051180845398,1
872,100873,29,0,51,0,30,4,1,7,232,25,66,2,0,899,0,6,3,3,0,35,0.1063474516140191,1
873,100874,32,0,8,0,43,0,0,0,281,19,61,0,0,836,0,10,1,0,0,51,0.1497280903687634,1
874,100875,19,0,25,0,39,3,1,0,219,18,66,1,0,824,0,10,2,1,1,51,0.16714390528203132,1
875,100876,35,0,21,0,23,0,1,1,316,27,63,1,2,792,0,8,2,0,0,52,0.10790903452359507,1
876,100877,38,0,5,0,12,3,1,4,248,18,71,1,0,645,1,6,5,3,0,42,0.13362702490728218,1
877,100878,28,0,38,0,26,3,2,0,191,15,73,2,0,739,0,7,2,2,0,39,0.14744224550923485,1
878,100879,26,0,18,0,24,3,2,16,233,18,69,0,0,668,1,5,1,0,0,47,0.12099262600203087,1
879,100880,33,0,15,0,47,0,1,2,254,28,61,3,0,795,0,10,0,0,0,38,0.12650234146988326,1
880,100881,32,0,21,0,11,1,0,0,255,24,70,2,0,752,1,11,3,1,0,46,0.1757024181141696,1
881,100882,20,0,24,0,49,1,0,0,338,20,63,4,1,716,0,9,4,4,0,54,0.11915335575207642,1
882,100883,25,0,53,0,42,2,1,0,260,18,60,2,1,750,0,8,2,1,0,44,0.13717838421023154,1
883,100884,36,0,20,0,20,1,2,2,191,18,76,1,0,859,0,4,4,2,0,54,0.1524737295516176,1
884,100885,24,0,26,0,41,3,0,0,274,22,60,3,0,885,2,10,1,1,1,43,0.10812003022070199,1
885,100886,26,0,3,2,32,2,1,1,246,26,71,3,0,856,1,5,3,3,0,63,0.08457978876367628,1
886,100887,26,0,18,0,39,2,1,0,255,14,70,0,0,792,0,6,5,5,0,32,0.1323666507972009,1
887,100888,27,0,18,0,26,0,2,8,279,20,61,4,1,658,0,10,5,3,1,44,0.09697847502794499,1
888,100889,41,0,20,0,50,3,0,0,250,26,63,1,0,682,0,10,3,3,1,45,0.15371444435106774,1
889,100890,31,0,8,0,33,0,2,1,278,21,61,0,1,671,0,11,1,1,0,52,0.13776625655307073,1
890,100891,22,0,8,0,18,1,0,4,259,35,56,0,0,804,1,10,0,0,0,54,0.11809075106299921,1
891,100892,22,0,19,0,19,1,0,0,299,19,71,2,0,850,1,9,4,2,1,40,0.15870585393151931,1
892,100893,36,0,61,0,53,4,0,0,181,13,75,1,0,976,0,3,1,1,0,49,0.07157047586583593,1
893,100894,20,0,13,0,34,0,0,10,344,37,52,1,0,626,0,13,4,4,0,59,0.08016674855543132,1
894,100895,21,0,17,0,58,2,1,0,253,15,67,2,0,754,0,10,0,0,1,36,0.13426892555950326,1
895,100896,30,0,10,0,27,0,0,0,307,29,59,2,0,703,1,16,3,3,1,54,0.11824330597326144,1
896,100897,27,2,28,0,54,3,0,3,248,19,70,1,0,902,2,7,3,1,0,55,0.05902469573097058,1
897,100898,21,0,19,0,20,2,1,4,263,23,70,3,0,734,0,11,1,1,0,39,0.15828126223370637,1
898,100899,28,0,21,0,46,2,0,0,187,17,73,1,0,877,1,6,4,4,1,38,0.14533530829453617,1
899,100900,27,0,6,0,11,2,1,8,208,20,67,1,1,733,0,9,5,4,1,55,0.1227673312747703,1
900,100901,36,0,27,0,59,1,0,1,230,20,70,1,0,826,0,8,3,3,0,34,0.14817739546168612,1
901,100902,25,0,2,0,4,1,0,2,272,25,67,0,0,766,0,8,5,3,1,71,0.13491029734350457,1
902,100903,24,1,34,0,37,2,0,0,320,17,65,4,0,694,0,11,1,0,0,42,0.09342303826200027,1
903,100904,30,0,9,0,39,1,0,2,253,24,66,4,1,860,0,7,3,2,0,56,0.1413116171300568,1
904,100905,35,0,22,0,36,1,0,1,304,28,66,3,0,733,1,11,2,3,0,42,0.15458497119279274,1
905,100906,29,0,45,0,48,2,0,0,268,19,68,4,1,787,0,7,2,2,0,33,0.09205280331340338,1
906,100907,27,1,27,0,34,1,1,4,297,18,61,2,2,672,2,9,5,1,0,53,0.05511075234050322,1
907,100908,18,0,9,1,22,1,1,23,315,24,58,0,1,582,0,12,3,3,0,58,0.03155807523608878,1
908,100909,22,0,20,0,3,5,0,1,267,26,67,0,0,793,1,8,2,1,0,46,0.1556193795236963,1
909,100910,24,0,37,0,21,0,0,2,251,25,70,1,0,825,0,8,2,3,1,45,0.16404321261401433,1
910,100911,36,0,7,0,21,4,1,0,204,14,79,3,0,887,0,4,5,4,2,43,0.0732130641918009,1
911,100912,18,0,4,0,1,0,3,6,258,27,51,0,2,546,1,11,6,3,0,72,-0.0036616476307295143,-1
912,100913,20,0,13,0,28,1,2,0,268,18,65,2,0,785,0,5,6,3,0,59,0.13595342919268677,1
913,100914,20,1,29,1,40,0,2,10,283,27,60,1,1,646,0,9,4,2,0,58,0.02453771998762544,1
914,100915,19,0,55,0,18,4,0,0,210,19,72,1,0,825,1,6,2,1,0,46,0.13255126541247114,1
915,100916,26,0,46,0,50,1,2,5,253,24,67,3,0,751,0,7,2,2,0,56,0.14664357205494194,1
916,100917,19,0,37,0,71,1,0,0,299,29,58,4,0,734,0,16,0,0,0,47,0.05202077965163865,1
917,100918,45,0,14,0,49,0,1,0,248,17,73,2,0,991,0,5,4,6,0,41,0.10731110204902189,1
918,100919,30,0,16,0,14,1,0,1,255,21,71,0,0,874,1,6,3,1,0,47,0.16930814798884236,1
919,100920,15,0,41,0,49,0,1,0,290,15,62,1,0,631,1,9,1,1,1,40,0.09733352814511975,1
920,100921,27,0,4,0,10,0,0,22,249,26,65,2,1,795,0,8,5,5,0,61,0.08857556664590283,1
921,100922,23,0,11,0,29,0,1,0,290,20,67,0,0,881,0,11,5,5,0,48,0.14769828676303032,1
922,100923,32,0,31,0,39,2,1,0,298,17,66,2,0,853,0,10,0,0,0,48,0.14773822187827113,1
923,100924,25,0,2,0,17,0,1,2,201,21,69,0,0,903,0,6,5,3,0,61,0.1420204968751686,1
924,100925,25,0,24,0,38,0,1,8,188,17,76,1,0,726,0,9,4,3,0,37,0.1453781848056096,1
925,100926,26,0,38,0,20,3,2,7,251,31,63,1,0,705,0,14,4,2,1,55,0.10006194285065229,1
926,100927,22,0,48,0,69,3,0,8,296,15,71,5,0,859,0,5,1,1,0,38,0.08456216048641824,1
927,100928,26,1,15,0,70,4,0,0,413,24,56,1,0,674,0,11,3,2,1,32,0.04367365343680296,1
928,100929,14,0,12,0,17,0,1,0,269,22,63,0,0,821,0,11,1,0,0,70,0.12947217917849074,1
929,100930,25,1,19,0,18,1,0,14,318,29,51,1,2,672,1,12,4,2,0,50,0.029249889789807804,1
930,100931,28,0,2,0,18,1,1,0,236,19,73,0,0,936,1,7,5,4,0,56,0.14216553040635005,1
931,100932,27,0,9,0,35,2,1,0,152,11,76,0,0,886,0,6,3,3,1,50,0.14822137169632832,1
932,100933,33,0,4,0,29,2,1,3,203,26,72,2,0,856,0,7,3,3,1,54,0.16722704159405272,1
933,100934,27,0,19,0,25,0,0,0,271,14,71,1,0,1040,0,4,2,1,0,52,0.1525923092559347,1
934,100935,21,0,7,0,15,0,0,0,255,19,73,2,0,983,0,8,4,1,0,53,0.14707598191637367,1
935,100936,26,1,12,0,3,1,0,9,252,28,63,0,1,767,0,9,5,2,0,64,0.09931688575433273,1
936,100937,41,0,10,0,11,0,1,1,199,16,76,0,0,972,1,4,1,1,0,44,0.11144399358025547,1
937,100938,31,0,40,0,31,2,1,2,330,23,69,3,0,741,0,4,2,1,0,36,0.13385137406745978,1
938,100939,22,0,20,0,13,0,3,12,414,28,58,2,0,754,0,9,1,0,0,61,0.09787070212512566,1
939,100940,32,0,12,0,15,1,1,7,249,18,67,1,0,782,0,8,1,1,0,52,0.1890744947212344,1
940,100941,28,0,9,0,20,0,2,0,252,21,67,0,0,787,0,8,4,4,0,52,0.16982256621336184,1
941,100942,28,0,35,0,32,1,3,0,197,16,74,2,1,811,0,5,2,3,1,56,0.10691842385185152,1
942,100943,32,0,18,0,58,1,1,0,280,26,54,0,0,666,1,13,3,5,0,39,0.10710030643422302,1
943,100944,23,0,7,0,13,0,0,8,396,42,47,1,1,546,2,20,2,2,0,63,0.014395620596575731,1
944,100945,26,0,5,0,11,2,1,0,225,20,67,2,0,767,0,9,5,5,1,41,0.15423361509101607,1
945,100946,20,0,13,0,21,1,1,4,313,22,51,0,1,612,0,10,3,2,1,47,0.10943431202922727,1
946,100947,19,0,20,0,37,1,0,0,196,14,70,2,0,670,0,5,4,2,0,49,0.1689178008579686,1
947,100948,20,0,11,0,27,2,2,0,257,20,62,3,1,708,0,7,1,1,0,59,0.12431336450268243,1
948,100949,25,0,13,0,12,1,1,9,239,17,68,0,0,871,0,10,4,2,1,63,0.15698445814535295,1
949,100950,24,0,11,1,16,1,3,0,259,21,65,0,0,641,1,11,3,2,0,51,0.11854987871666517,1
950,100951,24,0,10,0,19,0,0,3,327,24,61,1,0,832,1,12,3,1,0,66,0.14671550461688032,1
951,100952,18,0,27,0,91,3,0,1,309,17,67,4,0,813,1,11,2,2,1,42,0.08490775272021706,1
952,100953,41,0,16,0,39,1,1,4,198,19,72,1,0,855,1,5,7,7,0,45,0.08961904660251019,1
953,100954,37,0,18,1,12,2,1,7,274,29,63,1,0,671,0,8,3,3,0,44,0.12043002804594821,1
954,100955,38,0,2,0,2,1,0,0,160,13,80,0,0,1023,0,3,3,4,0,47,0.06784270422548605,1
955,100956,24,0,22,0,35,0,3,0,246,20,70,3,0,886,0,7,2,2,1,49,0.1450459219853964,1
956,100957,21,0,0,0,1,2,1,5,271,29,57,0,0,684,2,10,2,1,0,74,0.0870719267845172,1
957,100958,29,1,20,0,35,0,1,7,246,27,62,1,0,714,1,10,2,1,0,59,0.13162126374446403,1
958,100959,27,0,9,0,48,0,0,6,231,17,69,1,1,764,1,7,5,4,0,53,0.13135468433518788,1
959,100960,28,0,1,0,11,0,1,3,202,13,69,0,0,788,0,6,2,2,1,60,0.14239279230336005,1
960,100961,28,0,54,0,43,1,0,0,211,14,66,0,1,858,0,7,3,2,0,50,0.1376444798239354,1
961,100962,37,0,3,0,6,3,1,4,195,17,73,1,0,819,1,5,1,1,1,55,0.11750615617752808,1
962,100963,20,0,15,0,27,1,0,11,340,28,60,1,0,624,1,11,3,3,1,56,0.13237233487281252,1
963,100964,37,0,35,0,31,2,0,0,215,11,76,2,0,810,0,2,5,5,0,45,0.10797450226882715,1
964,100965,21,0,2,0,28,0,2,4,292,24,72,1,0,880,0,6,2,1,0,53,0.15690750491511807,1
965,100966,28,0,27,0,22,2,4,7,203,20,63,2,0,762,1,11,0,0,0,58,0.09229741601101721,1
966,100967,26,0,13,0,48,1,1,0,215,19,71,2,0,862,1,6,1,1,0,44,0.16960782229350146,1
967,100968,35,0,26,0,85,0,0,0,245,18,71,2,1,776,1,7,3,2,0,45,0.10088598392537879,1
968,100969,30,0,32,0,14,2,0,0,250,22,68,2,0,744,0,7,1,1,1,31,0.14794663208878195,1
969,100970,44,0,31,1,26,1,1,6,206,16,72,1,0,855,0,5,3,2,0,63,0.10975778725051855,1
970,100971,30,0,1,0,26,0,1,11,205,21,69,2,2,800,0,6,4,4,0,50,0.0875128986110224,1
971,100972,31,0,9,1,36,1,0,2,290,22,62,2,0,812,0,9,3,3,0,51,0.1581774598868162,1
972,100973,17,0,18,0,57,1,1,7,281,20,58,4,1,635,4,11,1,1,0,52,0.04111096220713584,1
973,100974,35,0,19,0,36,1,2,5,289,22,62,0,1,759,1,8,3,3,0,56,0.1367876512333696,1
974,100975,24,1,17,0,30,3,1,2,325,26,60,2,1,632,0,9,4,2,0,46,0.10619724418018534,1
975,100976,42,0,2,0,2,1,2,0,280,20,67,1,0,807,1,8,3,3,0,52,0.14739217375351737,1
976,100977,18,1,1,1,9,0,1,9,257,29,59,1,1,765,0,9,5,3,0,76,0.024963552933513378,1
977,100978,18,0,17,0,19,2,2,3,247,24,69,0,0,765,0,8,3,4,1,50,0.1558699640088187,1
978,100979,34,0,8,0,6,0,0,2,195,17,79,1,0,991,1,4,2,1,0,62,0.09935471632943255,1
979,100980,25,0,7,0,21,1,1,1,265,36,64,0,0,923,0,12,2,2,0,71,0.13008394992983974,1
980,100981,23,0,15,0,3,0,0,0,244,18,73,0,1,898,0,4,2,2,0,56,0.12253830158168383,1
981,100982,28,0,13,0,24,0,1,0,239,15,72,1,0,958,2,8,3,3,0,62,0.1400386469325599,1
982,100983,27,0,3,0,16,0,1,0,297,30,68,2,0,868,0,7,5,1,0,69,0.12806773612010314,1
983,100984,29,0,21,0,26,1,1,9,248,21,70,1,0,778,1,7,2,1,0,51,0.1851270116550337,1
984,100985,34,0,11,0,13,0,1,1,256,29,63,1,1,815,0,8,3,2,0,63,0.14817834833048854,1
985,100986,13,0,7,0,33,0,1,5,284,28,65,1,0,817,0,10,3,2,0,46,0.17033951965401783,1
986,100987,40,0,16,0,28,4,0,0,211,9,78,0,0,849,0,1,2,1,0,45,0.10174414931808223,1
987,100988,24,0,17,0,37,2,0,0,235,16,75,1,0,946,1,7,4,5,0,46,0.15181707483593154,1
988,100989,25,0,39,0,23,3,0,7,301,16,65,3,0,769,1,8,4,3,1,53,0.12412443435907994,1
989,100990,23,0,8,0,54,0,1,4,248,24,67,1,1,888,1,4,6,5,0,52,0.0860074313702866,1
990,100991,22,0,15,0,3,1,2,6,259,29,58,2,0,723,1,13,2,2,0,58,0.1272824777760227,1
991,100992,29,0,16,0,32,1,0,2,373,29,55,1,1,752,0,11,1,1,0,33,0.1069148213398704,1
992,100993,29,1,6,0,25,1,1,3,229,14,69,2,0,818,0,2,1,0,0,54,0.10856128151469135,1
993,100994,34,0,20,0,43,3,1,4,160,11,76,2,0,861,2,5,4,4,1,52,0.09647792859291293,1
994,100995,23,0,17,0,18,2,1,1,281,36,65,2,0,804,0,9,1,0,0,60,0.15022908174702676,1
995,100996,23,0,3,0,16,0,0,8,282,26,66,1,0,697,1,12,5,3,0,48,0.1444027182783854,1
996,100997,19,0,13,0,35,1,0,0,295,17,66,0,0,710,0,5,5,4,0,45,0.15285100567442628,1
997,100998,22,0,26,0,33,3,0,0,216,16,72,0,0,741,0,8,7,4,0,39,0.11657815533993798,1
998,100999,40,0,36,0,13,6,1,0,149,13,82,1,0,897,0,2,1,1,0,42,0.06504142558715953,1
999,101000,26,0,33,0,29,1,1,0,227,18,79,3,0,912,1,6,2,1,2,46,0.10085954788236112,1
