,id,tackles_r_count,offsides_r_count,total_shots_l,yellow_cards_r_count,shots_on_target_l,corners_l_count,goals_r_count,shots_on_target_r,passes_r,tackles_l_count,possession_l,goals_l_count,corners_r_count,passes_l,yellow_cards_l_count,free_kicks_r_count,free_kicks_l_count,fouls_r_count,offsides_l_count,ball_on_side_l,score,outlier
246,100247,31,0,8,0,10,1,1,0,301,24,65,0,0,696,1,8,2,0,1,50,0.16014124599675872,1
247,100248,16,1,21,0,21,0,2,6,325,29,57,1,1,688,1,12,1,0,0,49,0.06560259965054449,1
248,100249,30,0,8,0,10,4,0,9,212,22,74,0,0,831,0,6,2,0,0,50,0.13662210013094123,1
249,100250,43,0,7,1,5,1,0,8,320,27,66,0,0,883,0,7,2,2,0,63,0.08394038177635699,1
250,100251,22,0,51,0,34,5,0,1,185,15,72,1,0,810,0,9,2,1,0,33,0.11604058557323338,1
251,100252,27,1,8,0,21,0,0,3,248,22,65,2,1,763,0,10,4,1,0,59,0.12425471002262073,1
252,100253,24,0,0,1,9,0,0,7,290,21,66,0,0,822,1,7,3,2,0,74,0.10767083769954755,1
253,100254,23,0,30,0,40,1,1,2,306,27,61,1,0,774,0,9,2,1,0,41,0.16745707163841067,1
254,100255,31,0,21,0,18,1,1,4,295,27,61,1,0,721,0,8,2,2,0,49,0.1880293758508627,1
255,100256,26,0,16,0,18,1,1,2,253,21,68,0,0,730,1,10,5,4,1,43,0.15866407711998992,1
256,100257,24,0,9,0,9,2,1,4,288,22,64,0,0,566,0,12,3,3,2,56,0.11079145162037407,1
257,100258,25,1,9,0,23,2,0,2,256,14,73,4,0,860,0,3,2,1,0,38,0.09609678735639426,1
258,100259,30,0,21,0,18,4,1,0,295,28,61,2,0,827,1,10,2,2,0,44,0.14878519838136445,1
259,100260,38,0,16,0,58,2,0,3,260,30,68,6,0,852,0,10,3,3,0,45,0.13909743456487578,1
260,100261,31,0,19,0,27,1,1,1,205,17,72,3,0,807,1,9,1,1,1,49,0.16040371794148955,1
261,100262,32,0,9,0,24,2,0,0,263,28,65,0,1,684,0,8,4,4,1,37,0.12519184350142032,1
262,100263,31,0,19,0,90,1,1,0,231,17,67,1,0,797,0,10,4,4,0,38,0.12897351016425102,1
263,100264,28,0,12,0,16,0,1,11,183,19,72,1,0,984,1,5,3,2,0,66,0.12886102391961674,1
264,100265,29,0,27,0,12,2,0,3,246,19,67,1,0,783,0,7,5,4,0,45,0.1720413189024757,1
265,100266,19,0,9,0,32,1,0,4,362,39,49,3,1,686,0,14,0,0,0,59,0.033178409407022214,1
266,100267,25,0,9,0,22,2,0,0,302,26,63,0,0,783,1,9,1,0,0,51,0.15881606811392435,1
267,100268,29,0,3,0,11,1,2,3,242,19,70,1,0,787,0,4,2,2,0,59,0.16867764897707999,1
268,100269,20,0,17,0,31,3,0,2,181,21,68,2,0,791,2,10,1,1,1,50,0.13056561583037857,1
269,100270,39,0,35,0,47,3,0,0,223,21,72,1,0,752,0,6,2,2,0,40,0.15501195234862852,1
270,100271,28,0,22,0,14,2,1,0,199,12,80,1,0,880,0,4,3,2,1,58,0.15109723474091996,1
271,100272,22,0,7,0,16,0,0,0,337,30,60,1,0,681,1,9,0,0,0,63,0.11408610190737528,1
272,100273,28,0,20,0,33,3,0,7,267,18,67,3,0,819,0,2,1,1,0,53,0.13339468886844486,1
273,100274,26,0,9,0,34,0,0,2,189,10,76,1,0,993,0,4,1,0,0,57,0.11674186440905526,1
274,100275,26,0,14,1,40,1,1,6,282,29,61,4,1,765,0,11,6,4,0,47,0.0558408248983393,1
275,100276,18,0,5,1,12,0,0,5,321,30,56,3,0,735,0,14,3,2,0,60,0.07168068115632492,1
276,100277,25,1,13,0,13,1,3,0,260,17,65,1,0,764,1,8,4,4,1,53,0.0982169108349305,1
277,100278,24,0,29,0,41,1,0,2,264,20,68,1,0,805,1,5,3,3,0,41,0.17048219617876836,1
278,100279,28,1,16,0,17,1,0,10,248,21,65,1,0,775,0,10,4,3,0,50,0.15099980816714748,1
279,100280,22,0,2,0,2,0,2,2,239,25,70,1,0,901,0,8,4,2,0,74,0.1328218724708135,1
280,100281,15,0,36,0,74,0,0,15,319,26,66,1,1,867,1,10,3,3,0,44,0.06300003650475583,1
281,100282,26,0,1,0,16,2,1,1,181,21,64,0,1,724,1,10,2,1,0,57,0.13958745430777864,1
282,100283,26,0,26,0,35,2,0,0,285,26,68,1,0,782,0,7,3,2,0,42,0.18731425992074247,1
283,100284,23,1,2,0,8,2,2,1,222,21,67,0,0,631,0,12,5,3,1,44,0.07206429705117717,1
284,100285,30,0,26,0,32,1,0,5,188,20,71,3,0,858,0,5,2,2,0,36,0.15519696801514676,1
285,100286,32,0,0,0,26,0,3,9,241,16,68,0,1,766,0,6,3,2,0,71,0.0962851263074635,1
286,100287,15,0,19,0,51,1,1,1,230,14,65,1,0,944,0,6,3,1,1,48,0.1493053679130782,1
287,100288,40,1,7,0,19,1,1,3,287,23,67,1,0,780,0,10,5,3,0,65,0.10958638386728131,1
288,100289,24,0,5,0,40,1,0,5,321,29,61,3,0,750,0,13,2,1,0,54,0.1510918169756572,1
289,100290,23,0,32,1,27,1,0,7,233,19,67,2,0,786,0,11,3,3,0,47,0.1224596329764912,1
290,100291,36,0,8,0,21,0,1,1,178,19,79,3,0,909,0,2,5,4,0,41,0.09627737266180691,1
291,100292,28,0,36,0,49,2,0,2,281,15,67,3,0,818,2,8,1,2,0,44,0.12632553551482845,1
292,100293,26,0,24,0,15,0,0,0,246,16,72,1,0,998,0,6,1,1,1,45,0.14543285068190975,1
293,100294,35,0,12,0,1,2,0,1,200,22,67,1,1,800,0,8,4,3,1,55,0.13440595539640005,1
294,100295,34,0,23,0,78,2,0,6,298,21,61,1,1,811,1,6,7,6,0,50,0.03634640068337247,1
295,100296,28,0,1,0,13,1,0,3,242,19,68,1,0,860,1,6,2,2,1,58,0.15792491956537058,1
296,100297,19,0,27,0,41,2,1,15,298,26,55,1,0,689,0,13,3,1,2,51,0.08525991579226794,1
297,100298,31,0,10,0,25,0,1,1,298,24,65,2,0,725,1,8,2,2,0,44,0.178972415839176,1
298,100299,17,0,2,0,29,0,0,17,395,27,57,0,0,645,0,5,4,2,0,61,0.08092085477441852,1
299,100300,34,0,29,0,52,4,1,1,270,16,72,4,0,945,0,7,1,1,0,35,0.10057410976214237,1
300,100301,24,0,41,0,24,1,0,15,240,21,71,3,0,868,0,4,3,3,0,40,0.1262371158701529,1
301,100302,20,0,2,0,2,0,0,0,185,7,78,0,0,956,2,3,0,0,0,61,0.03584443792019143,1
302,100303,16,0,27,0,17,1,0,1,201,20,61,0,0,654,1,12,3,0,1,40,0.11663616492063661,1
303,100304,32,0,2,1,4,0,0,1,274,23,61,1,0,688,0,6,5,4,0,63,0.09001416710865534,1
304,100305,34,0,19,0,17,2,0,9,319,24,57,0,1,791,0,12,1,0,0,44,0.11321016078703061,1
305,100306,20,0,10,0,30,1,1,15,315,26,59,2,1,735,0,7,1,2,1,54,0.1155919838485589,1
306,100307,26,0,17,0,72,2,0,1,380,25,57,1,0,685,0,10,2,2,0,47,0.13621894979258442,1
307,100308,31,0,8,0,45,0,0,3,317,23,61,2,0,665,0,11,2,1,0,47,0.16924519970198787,1
308,100309,31,1,11,0,6,1,3,4,219,19,66,0,1,741,1,7,5,2,0,59,0.08492117231525892,1
309,100310,28,0,10,0,22,3,1,7,222,16,70,0,0,641,0,10,6,4,1,38,0.11940464160777065,1
310,100311,31,0,50,0,17,2,0,0,241,17,73,1,0,806,2,8,6,5,1,35,0.053133473735970216,1
311,100312,22,1,15,0,11,1,0,3,254,23,64,0,0,665,0,12,4,3,1,45,0.10369836426691675,1
312,100313,23,0,19,0,30,0,1,4,318,25,61,2,0,777,0,11,5,1,0,42,0.16190553090604576,1
313,100314,20,1,13,0,16,0,0,0,214,23,65,1,0,834,1,10,3,2,0,63,0.12386943359155683,1
314,100315,25,0,15,0,9,0,1,5,301,25,61,3,2,770,0,7,4,4,0,59,0.0908750284105892,1
315,100316,29,0,31,0,9,0,1,0,323,30,59,1,0,639,0,12,4,3,1,40,0.11614111105628844,1
316,100317,25,0,11,0,13,0,2,5,260,22,66,4,0,837,0,8,1,2,0,51,0.15931465374491366,1
317,100318,18,0,4,0,28,1,1,0,279,24,64,2,0,774,2,11,3,3,0,56,0.14650095144584951,1
318,100319,33,0,3,1,37,0,0,15,245,28,62,2,1,655,0,14,5,4,0,61,0.024778547779623405,1
319,100320,34,1,14,0,37,0,2,6,270,22,60,1,0,763,0,12,6,6,1,56,0.04331946021324107,1
320,100321,16,0,1,0,45,0,1,5,364,24,57,1,1,709,0,11,2,1,0,48,0.11984652641297788,1
321,100322,18,0,20,0,48,2,0,7,247,20,66,0,0,783,0,9,2,0,0,35,0.13286377624421902,1
322,100323,27,0,17,0,10,0,0,1,261,23,67,0,0,767,1,10,4,3,0,50,0.17513352819835726,1
323,100324,28,0,8,0,19,0,1,1,194,15,77,1,0,994,1,5,1,0,0,55,0.11373525580739663,1
324,100325,31,0,3,0,7,0,0,0,209,24,70,0,0,897,1,9,0,0,0,56,0.11393836055033801,1
325,100326,40,0,33,0,51,2,0,2,225,19,73,1,0,859,0,7,5,5,0,37,0.12742464510136908,1
326,100327,25,0,6,0,15,1,1,7,333,28,60,1,1,724,1,9,3,3,0,64,0.1313997491261782,1
327,100328,34,0,14,0,38,1,0,2,334,32,61,1,0,674,2,11,3,1,0,48,0.13697477583197765,1
328,100329,32,0,4,0,20,3,0,7,210,14,76,0,0,712,0,6,2,2,0,40,0.14265027915606987,1
329,100330,22,0,6,0,26,0,2,7,333,28,55,1,0,586,1,12,2,0,0,45,0.12032129157064803,1
330,100331,21,1,10,0,10,1,0,9,244,22,69,1,0,707,0,8,6,4,1,60,0.08737476135982247,1
331,100332,50,0,32,0,23,0,0,6,272,15,69,3,0,989,0,7,2,3,1,51,0.10773355725675932,1
332,100333,30,0,7,0,61,2,2,2,248,20,70,0,0,737,1,10,3,3,1,47,0.14762457339303314,1
333,100334,22,0,16,0,31,0,1,8,360,29,50,1,0,543,0,14,6,3,0,61,0.0694518837660269,1
334,100335,23,0,37,0,28,0,1,0,228,16,68,1,0,896,0,10,2,1,1,56,0.15352801942158195,1
335,100336,34,1,16,0,28,3,1,14,254,18,59,1,0,691,0,13,2,0,1,59,0.06018301262490211,1
336,100337,34,0,9,0,11,2,1,7,215,22,67,0,0,603,0,11,4,3,1,46,0.15221386256079789,1
337,100338,21,0,26,0,70,2,1,1,170,12,72,2,0,806,2,7,3,2,1,53,0.11418270541775954,1
338,100339,34,0,2,0,21,0,2,11,295,31,61,0,0,688,0,13,1,2,0,47,0.11274722822491379,1
339,100340,24,0,7,0,13,0,1,0,305,19,64,0,0,661,0,10,4,3,0,51,0.176167055062753,1
340,100341,34,0,22,0,9,3,0,4,156,9,83,1,0,929,0,3,1,1,2,43,0.06268534627167899,1
341,100342,34,0,32,0,50,4,1,0,178,9,76,0,0,858,1,6,0,0,1,37,0.08093323149701748,1
342,100343,23,0,10,0,16,1,1,0,258,23,67,0,0,579,0,11,3,1,0,44,0.16613343924938723,1
343,100344,24,0,18,0,22,2,0,0,207,13,75,1,0,863,1,7,2,2,0,59,0.15561588079970196,1
344,100345,28,0,23,0,11,2,0,0,211,18,75,1,0,976,0,4,1,0,0,36,0.1261998576503311,1
345,100346,26,0,4,0,15,1,0,3,210,17,78,1,0,1009,0,7,4,3,0,56,0.15060756183239443,1
346,100347,25,0,9,1,20,1,0,1,307,29,65,2,0,815,0,10,2,2,0,58,0.12929896749639486,1
347,100348,26,0,5,0,19,1,0,6,319,30,65,2,0,890,2,11,3,2,1,52,0.125198091309687,1
348,100349,23,0,29,0,37,2,1,0,171,20,71,1,0,836,0,8,3,4,1,55,0.15785972581811936,1
349,100350,13,0,0,0,7,0,2,1,268,25,54,0,0,584,0,15,0,0,1,60,0.05512467705439028,1
350,100351,24,0,14,0,40,0,0,11,277,28,62,2,0,916,0,11,1,0,0,55,0.13244182220900474,1
351,100352,25,0,33,0,23,0,1,2,225,18,71,1,0,1040,0,6,0,0,0,53,0.12851329573328152,1
352,100353,31,0,25,0,59,0,1,3,200,19,69,2,0,871,0,10,5,2,0,44,0.15082563855760583,1
353,100354,30,0,21,0,48,1,0,5,235,19,70,1,0,924,0,9,6,5,1,38,0.1214828222986466,1
354,100355,35,0,19,1,8,0,0,0,184,17,74,1,0,928,0,8,4,4,0,48,0.10771168135912573,1
355,100356,38,0,13,0,21,1,2,4,270,20,70,1,0,752,0,5,3,3,0,55,0.1640618693472488,1
356,100357,37,0,8,0,10,0,1,0,265,19,62,2,0,763,0,7,4,3,1,56,0.15174273399543586,1
357,100358,30,0,6,0,9,0,2,1,296,31,66,3,0,861,0,10,1,1,0,66,0.12764690521196265,1
358,100359,20,0,30,0,37,1,1,2,240,12,70,1,0,749,1,7,1,1,1,43,0.1577453338405682,1
359,100360,30,0,2,0,10,0,0,0,304,22,69,1,0,714,0,4,3,2,0,54,0.1642708601001877,1
360,100361,34,0,6,0,13,1,1,2,279,24,63,0,0,930,2,7,2,2,0,60,0.12387406461284911,1
361,100362,36,0,2,0,63,3,0,0,142,15,81,1,0,934,0,0,4,4,0,36,0.07426010591711368,1
362,100363,28,0,14,0,26,1,1,0,320,17,68,2,0,856,0,5,2,3,0,57,0.18014793451953925,1
363,100364,27,0,6,0,15,1,1,3,289,30,66,0,0,697,1,7,5,4,0,51,0.14595086967562176,1
364,100365,24,0,40,0,35,1,0,0,216,19,66,1,0,929,0,9,3,1,0,39,0.15518788399763878,1
365,100366,36,0,7,0,29,0,1,0,238,17,69,1,0,730,2,6,1,3,0,57,0.12818302239898227,1
366,100367,32,0,15,0,17,2,1,4,221,19,66,0,0,753,1,8,1,1,0,43,0.1781861661245535,1
367,100368,26,0,11,0,24,1,3,4,270,20,58,0,0,739,0,5,1,1,0,55,0.14931355124021073,1
368,100369,32,0,18,0,14,1,2,0,220,21,71,0,1,909,1,7,0,0,0,67,0.09183187525903069,1
369,100370,34,0,44,0,66,2,1,0,294,30,61,2,0,828,0,9,1,2,0,33,0.10349163307056197,1
370,100371,29,0,4,0,16,1,1,5,307,28,58,0,0,666,1,10,1,2,0,54,0.15023368679992444,1
371,100372,24,0,6,0,23,0,0,0,306,26,63,1,1,783,0,11,3,3,1,51,0.1396270284596437,1
372,100373,33,0,12,0,27,1,0,4,275,20,70,2,1,805,2,5,4,3,1,42,0.11631991764162614,1
373,100374,26,0,9,1,43,2,2,5,206,21,71,2,0,749,1,6,10,9,0,44,0.039485915131920124,1
374,100375,25,0,21,0,19,4,0,8,240,17,68,1,0,750,1,7,4,3,1,48,0.15375775257896235,1
375,100376,37,0,26,0,24,3,0,11,273,28,66,2,1,771,2,14,2,3,1,49,0.06957765092282953,1
376,100377,30,0,9,2,6,0,0,2,305,28,50,1,1,601,0,19,3,3,0,49,0.019839261948682907,1
377,100378,42,0,7,0,25,2,1,9,238,26,65,0,0,753,0,10,3,1,0,59,0.15650991422525995,1
378,100379,22,0,4,0,16,2,1,11,207,26,67,2,1,848,0,5,0,0,0,62,0.0928618274349467,1
379,100380,29,0,22,0,42,1,0,25,333,13,68,1,0,774,0,7,1,3,0,46,0.13213910185414485,1
380,100381,20,0,3,0,30,1,2,8,260,21,70,1,0,899,0,7,5,3,0,50,0.15094985827828,1
381,100382,29,0,12,0,6,1,1,20,200,13,74,0,0,942,0,2,3,3,0,56,0.10652287760356,1
382,100383,32,0,0,0,3,1,2,8,191,15,68,1,0,738,0,5,4,3,0,58,0.14673263608437487,1
383,100384,13,0,17,0,14,1,0,5,339,23,57,3,2,673,0,10,3,0,0,62,0.054529310642287276,1
384,100385,33,0,25,0,20,4,0,0,192,23,66,0,0,750,0,8,2,2,0,43,0.1600012628972306,1
385,100386,22,0,31,0,6,2,1,4,186,16,69,3,1,921,0,10,1,1,0,61,0.10801952104114193,1
386,100387,32,0,11,0,22,2,0,6,180,13,72,1,0,842,1,7,4,3,0,42,0.16174733578425116,1
387,100388,20,0,7,0,16,1,1,4,171,21,68,0,0,894,0,9,2,1,0,59,0.1575469361292714,1
388,100389,23,0,36,0,23,3,1,3,290,22,60,1,0,753,0,12,1,1,0,49,0.1593254005439631,1
389,100390,18,0,24,0,44,2,3,3,304,12,65,2,0,715,1,10,1,0,2,35,0.05729448271677129,1
390,100391,28,0,0,0,9,0,1,6,351,27,53,0,1,648,0,7,4,3,0,68,0.08232003358232065,1
391,100392,19,1,6,0,16,1,0,1,309,33,54,0,0,697,0,15,1,0,2,61,0.020898034045871205,1
392,100393,27,0,8,0,9,2,0,5,239,21,68,2,0,892,0,9,2,1,0,61,0.1697748806873141,1
393,100394,23,0,46,0,17,1,2,0,247,16,63,3,0,839,0,9,1,1,0,37,0.11857874896988913,1
394,100395,23,0,3,0,31,1,0,5,254,25,72,3,0,808,0,9,1,2,0,54,0.16224010047837056,1
395,100396,28,0,2,1,3,0,3,13,353,29,56,0,0,634,2,13,5,4,0,72,-0.009904224699978426,-1
396,100397,27,0,8,0,34,0,1,0,301,16,64,1,0,824,2,12,1,1,1,45,0.1349728517005449,1
397,100398,33,1,2,0,2,3,2,4,205,20,71,0,0,815,0,5,3,1,1,55,0.08176044354030204,1
398,100399,26,0,13,0,37,0,0,1,187,18,69,1,0,951,1,10,2,2,0,45,0.1586983955067932,1
399,100400,33,0,4,0,3,2,1,1,244,18,74,0,0,876,0,7,4,4,0,48,0.1572002433529689,1
400,100401,27,0,25,0,12,4,2,1,311,19,66,0,0,619,0,7,1,1,2,38,0.095682233897661,1
401,100402,30,0,2,0,18,3,0,1,227,16,72,1,0,804,0,6,4,4,0,58,0.16466869214000773,1
402,100403,22,0,18,0,29,1,2,0,365,31,52,0,0,590,2,16,2,0,1,53,0.04243137050908663,1
403,100404,42,0,20,0,12,5,0,1,167,17,77,1,0,863,0,5,4,4,0,44,0.11904046525124123,1
404,100405,25,0,27,0,45,2,0,0,269,15,69,0,0,785,1,6,2,3,0,39,0.16921072458090913,1
405,100406,28,2,2,0,14,0,1,9,309,25,60,1,0,712,2,10,6,2,0,64,0.05032417778402887,1
406,100407,23,0,10,0,18,1,1,7,220,17,73,1,0,810,0,7,3,4,1,51,0.16767702047734068,1
407,100408,24,0,1,0,26,3,1,0,251,25,64,0,0,565,1,12,3,3,1,34,0.11513404188605053,1
408,100409,14,0,9,0,35,0,2,10,295,19,62,1,0,759,0,10,1,1,0,52,0.155464351429068,1
409,100410,30,0,13,1,25,2,1,0,144,15,71,1,0,752,0,11,4,4,0,37,0.11356962168834445,1
410,100411,31,0,9,0,20,1,1,10,288,22,65,1,0,805,0,7,3,4,0,53,0.1793181249646913,1
411,100412,24,0,15,0,47,2,1,7,267,29,67,2,1,792,0,7,4,2,0,55,0.1576352553497275,1
412,100413,26,0,18,0,20,0,0,0,205,24,74,0,0,798,1,9,1,2,0,55,0.14415190937975858,1
413,100414,50,0,10,2,17,8,1,7,254,30,76,2,0,697,0,6,7,4,0,50,-0.0053767686319073915,-1
414,100415,21,0,12,0,40,2,0,6,242,21,66,1,0,776,0,12,1,1,1,54,0.15864258645864115,1
415,100416,24,0,5,0,0,1,2,15,204,20,74,0,1,848,0,10,0,0,1,76,0.05302783991402993,1
416,100417,44,0,27,0,43,0,0,7,318,25,66,1,0,813,1,10,1,1,0,62,0.1321860402943284,1
417,100418,24,0,6,0,31,2,1,0,185,21,65,1,0,669,0,11,2,1,1,52,0.17309545660329367,1
418,100419,24,0,3,1,11,0,2,4,288,17,65,0,0,733,1,11,2,2,0,63,0.10559606574150826,1
419,100420,30,0,19,0,16,2,1,3,277,15,78,1,0,957,1,3,4,2,0,48,0.13412535679502896,1
420,100421,27,1,4,0,10,0,0,4,272,30,54,0,0,636,0,11,2,0,0,51,0.0856284096063279,1
421,100422,23,0,17,0,31,0,0,0,245,14,76,3,0,946,2,5,1,1,0,52,0.09095839399475908,1
422,100423,22,0,19,0,14,0,1,0,306,21,65,1,0,840,0,10,1,1,0,49,0.1825721902616303,1
423,100424,20,1,16,0,28,2,2,0,239,23,66,1,1,831,0,6,5,4,1,46,0.08217295614537518,1
424,100425,24,0,16,0,40,2,1,1,216,17,70,0,0,776,0,6,0,0,1,45,0.1514489882314023,1
425,100426,18,1,3,0,16,3,1,7,347,33,53,1,0,603,0,13,5,4,1,58,0.022577626943077855,1
426,100427,38,0,25,0,29,0,0,4,365,27,57,0,1,798,2,11,1,1,0,49,0.08597457624064414,1
427,100428,31,0,8,0,12,3,2,8,296,20,68,2,0,830,0,5,3,3,1,42,0.1468827236338352,1
428,100429,25,0,10,0,23,1,2,2,343,23,57,1,1,686,0,10,2,1,0,53,0.1518779024487512,1
429,100430,23,0,18,0,21,2,2,9,261,20,64,1,0,792,0,6,0,0,0,40,0.138872686861428,1
430,100431,39,0,23,0,65,2,0,1,285,25,63,2,0,695,0,11,1,1,0,44,0.14488349904044234,1
431,100432,27,1,12,0,45,0,0,0,178,17,75,4,0,913,1,5,6,6,0,44,0.047948210526391644,1
432,100433,27,0,46,0,38,4,0,5,243,13,73,3,0,901,1,6,5,5,0,44,0.07885322324662919,1
433,100434,32,0,8,0,14,1,0,3,234,26,65,1,0,753,0,8,5,5,0,50,0.17097837739056448,1
434,100435,50,0,37,0,27,0,0,0,225,14,69,0,0,753,1,6,3,2,0,46,0.13963146487442452,1
435,100436,41,0,5,1,8,2,1,3,209,15,74,0,0,826,0,5,1,1,1,51,0.08061635894455932,1
436,100437,21,0,9,0,12,0,2,4,271,17,70,0,0,882,0,5,2,2,0,54,0.16379537158687313,1
437,100438,21,0,10,0,15,4,1,7,340,32,60,2,0,616,3,8,1,0,0,65,0.05467636635380513,1
438,100439,22,0,14,0,10,1,1,7,242,21,64,0,0,731,0,8,3,3,1,46,0.17593712370507625,1
439,100440,37,0,14,0,6,2,0,0,226,13,76,2,0,812,1,5,3,2,1,55,0.13563591963485827,1
440,100441,41,0,11,0,9,0,0,0,205,16,76,0,0,1094,0,0,7,6,0,61,0.020018979042673135,1
441,100442,22,0,26,0,22,2,3,6,176,8,74,3,0,914,0,6,2,2,1,58,0.10388792719119277,1
442,100443,26,0,14,0,34,2,0,25,260,15,65,2,0,788,1,10,3,3,0,45,0.14680147443207908,1
443,100444,15,0,16,0,7,1,3,11,270,15,61,1,0,783,0,8,1,1,1,52,0.1191402120421528,1
444,100445,23,0,18,0,12,2,1,7,228,23,66,0,0,765,0,10,1,1,1,53,0.16922591103140033,1
445,100446,34,0,2,0,11,1,0,1,232,21,73,1,0,811,0,9,5,3,0,69,0.1455280186399125,1
446,100447,28,0,15,1,9,1,1,0,186,20,64,0,0,790,1,9,3,3,0,43,0.13279855494287163,1
447,100448,34,0,27,0,62,3,0,0,228,24,73,3,0,840,0,8,1,2,1,40,0.13182050121321992,1
448,100449,36,0,0,0,15,1,0,7,209,17,75,0,1,840,0,5,2,2,0,49,0.12297281582860675,1
449,100450,30,0,19,0,44,1,1,5,245,24,68,2,0,707,1,7,1,1,0,46,0.1743676848464289,1
450,100451,28,0,9,0,35,3,2,0,295,21,65,4,0,569,0,12,4,4,1,39,0.10503631788469647,1
451,100452,29,1,9,0,8,0,3,9,244,29,64,2,1,679,0,12,7,4,0,61,0.047964244560824265,1
452,100453,28,0,13,1,24,2,1,0,246,21,66,1,0,687,0,9,5,5,1,49,0.12398356404963629,1
453,100454,35,0,9,0,6,1,2,1,292,23,59,0,0,574,1,9,2,0,1,65,0.10080420146935698,1
454,100455,23,0,27,0,13,0,0,0,266,23,60,1,0,775,0,10,2,1,0,49,0.17806076545774358,1
455,100456,15,0,7,0,8,1,2,14,271,24,59,0,0,749,0,7,3,3,0,53,0.14550282064849845,1
456,100457,36,1,7,0,8,2,1,0,225,25,59,0,0,720,1,10,3,1,0,62,0.09916565156975149,1
457,100458,27,0,19,0,27,2,1,0,184,20,73,0,0,792,2,12,1,1,1,42,0.12512390714579075,1
458,100459,30,0,8,0,24,0,0,0,263,33,65,2,1,844,0,10,3,2,0,55,0.14183158927525968,1
459,100460,20,0,24,0,29,0,1,0,251,26,70,1,0,752,0,14,1,1,0,56,0.14993726571958121,1
460,100461,12,0,16,1,25,0,0,0,306,28,60,1,0,739,0,13,2,2,0,63,0.09599784198953659,1
461,100462,17,0,32,0,61,0,0,5,190,20,68,1,0,947,1,7,0,1,0,43,0.10736667964819352,1
462,100463,27,0,15,0,32,4,0,5,216,14,68,1,1,753,0,4,1,0,1,42,0.11519962935881845,1
463,100464,25,1,3,0,11,2,0,10,155,25,61,2,0,703,0,10,4,2,1,62,0.09058293282218,1
464,100465,26,0,26,0,44,0,0,14,288,18,68,1,0,726,1,11,3,3,1,38,0.123692345497536,1
465,100466,33,0,18,0,23,2,0,3,227,18,70,0,0,839,0,9,3,3,0,54,0.17810577586803794,1
466,100467,30,1,10,0,20,2,0,18,254,23,68,1,0,953,0,6,1,0,1,59,0.07375512646510007,1
467,100468,19,0,0,0,7,1,2,5,334,29,55,1,1,679,0,14,3,3,0,52,0.09554432353930664,1
468,100469,32,0,27,0,27,1,1,2,302,25,63,2,0,602,1,10,3,2,1,52,0.15305850452422243,1
469,100470,33,0,19,0,7,1,0,10,248,20,72,2,0,825,1,6,3,2,0,58,0.1631959830450589,1
470,100471,42,0,8,0,57,1,1,0,281,21,64,1,0,740,0,5,4,4,0,31,0.13880472122642706,1
471,100472,21,1,6,0,21,0,0,1,239,21,68,1,0,831,1,9,3,1,1,59,0.11215362636864212,1
472,100473,22,0,13,0,30,4,1,0,258,21,62,1,0,675,0,10,1,0,1,37,0.14318189088385797,1
473,100474,27,0,8,0,3,1,0,5,216,18,66,1,1,736,4,11,2,2,0,59,0.09264389011546026,1
474,100475,32,0,18,0,33,3,0,0,288,24,63,0,0,786,0,9,0,0,2,44,0.09585720336588727,1
475,100476,30,0,32,0,17,0,0,6,291,33,57,1,1,774,0,11,1,0,0,57,0.11101289103377998,1
476,100477,26,0,24,0,19,3,2,3,259,25,64,1,0,770,1,8,0,0,0,46,0.1261988204322661,1
477,100478,28,0,18,0,14,2,2,4,257,18,65,0,0,723,0,5,0,0,0,50,0.135578006372305,1
478,100479,43,0,4,0,5,0,1,9,290,27,65,1,0,832,0,8,4,4,1,55,0.13073108282342577,1
479,100480,29,0,31,0,17,1,0,3,215,20,72,1,0,876,0,7,1,1,0,52,0.1783146751871521,1
480,100481,29,0,15,0,48,2,2,2,171,17,72,3,0,736,0,5,2,2,0,40,0.154614403671546,1
481,100482,29,0,9,0,13,1,0,4,335,24,61,1,0,608,0,14,4,3,1,46,0.1405629603881436,1
482,100483,37,0,19,0,10,1,0,4,216,23,69,0,0,987,1,6,0,0,0,54,0.1052033683050555,1
483,100484,32,0,33,0,14,2,2,2,260,15,73,1,0,792,0,4,2,2,0,50,0.16374617915329592,1
484,100485,32,0,17,0,21,1,0,2,327,25,67,1,0,802,0,7,5,4,0,42,0.16086941333992788,1
485,100486,38,0,20,0,21,4,1,2,210,17,68,0,1,601,0,8,6,5,2,43,0.043580431303857914,1
486,100487,31,0,12,0,16,2,1,0,281,19,67,3,0,818,0,7,3,3,2,40,0.12694300192971292,1
487,100488,31,0,26,0,37,5,0,0,239,18,72,2,0,689,0,6,3,0,1,53,0.12652652640494227,1
488,100489,25,0,12,0,15,1,1,3,247,21,67,1,0,821,1,9,2,2,0,52,0.1885291539221291,1
489,100490,21,0,17,0,24,2,2,2,211,18,67,1,1,694,0,8,4,3,1,54,0.14294413991803967,1
490,100491,21,0,10,0,18,4,0,0,245,16,70,3,0,785,0,6,2,2,1,35,0.14222214417973367,1
491,100492,36,0,19,0,22,1,0,3,211,17,76,0,0,913,1,6,2,2,0,60,0.13802254783162482,1
492,100493,33,0,1,0,31,0,1,0,248,17,66,1,1,775,0,4,2,1,0,38,0.12516173018740373,1
